question,answer,original_question,original_answer,quality_score_q,quality_score_a,avg_quality,language,category
Kodi ndimatsata bwanji ndalama zazing'ono zatsiku ndi tsiku?,Lembani ndalama za tsiku ndi tsiku kapena gwiritsani ntchito pulogalamu yosavuta kuwona komwe ndalama zimayendera ndikudula mtengo. [Zoyambitsa: Reserve banki of Malawi],How do I track small daily expenses effectively?,Write down daily spending or use a simple app to see where money goes and cut avoidable costs. [Source: Reserve Bank of Malawi ],0.775,0.85,0.8125,Chichewa,Budgeting & Saving
Kodi malo ogulitsira ang'ono ayenera kukhala ndi ngongole yanji?,Sungani mbiri yosavuta yogulitsa komanso ndalama zolipirira kuti muwonetse ndalama zoyendera ndi kuthandizira ngongole. [Gwero: IFID],What records should small shops keep for a loan?,Keep simple sales and expense records to show cash flow and support loan applications. [Source: IFAD],0.26666666666666666,0.27999999999999997,0.2733333333333333,Chichewa,Small Business & Farming Finance
Kodi ndimawerenga bwanji mgwirizano wobwereketsa? Kodi ndingachite bwanji izi zotsika mtengo?,"Funsani mawu omveka bwino, sungani umboni wa zochitika, ndipo gwiritsani ntchito njira zovomerezeka. [Dzuwa: Ogwiritsa Ntchito Ogula]",How do I read a loan contract properly? How can I do this cheaply?,"Ask for clear terms, keep proof of transactions, and use official channels for services. [Source: Consumer Protection Authority]",0.3818181818181818,0.2823529411764706,0.33208556149732615,Chichewa,Consumer Protection & Fraud Awareness
Ndi mitundu yanji ya inshuwaransi yomwe alimi ang'onoang'ono amakhala? Kodi izi zikupezeka kumidzi?,Index kapena inshuwaransi yamagulu imatha kukhala yotsika mtengo kwa alimi ang'onoang'ono; Onani zoyambitsa ndi zopereka malamulo. [Gwero: IFC],What kinds of insurance can small farmers get? Is this available in rural areas?,Index or group insurance can be affordable for small farmers; check triggers and claim rules. [Source: IFC],0.8714285714285714,0.8941176470588235,0.8827731092436975,Chichewa,Insurance & Risk
Kodi Ndingazindikire Bwanji Ngongole Yabodza?,"Ngati atapempha ndalama zakutsogolo kapena kwanu, mwina ndi vuto; Tsimikizani kudzera munjira zovomerezeka ndipo musathamangire. [Gwero: NGO Phunziro lazachuma]",How can I recognize a fake loan offer?,"If an offer asks for money up-front or personal codes, it is likely a scam; verify through official channels and do not rush. [Source: NGO financial education]",0.775,0.4666666666666667,0.6208333333333333,Chichewa,Fraud Prevention & Scams
Kodi zizindikiro zodziwika bwino za tsamba la kukokola ndi chinyengo?,"Ngati atapempha ndalama zakutsogolo kapena kwanu, mwina ndi vuto; Tsimikizani kudzera munjira zovomerezeka ndipo musathamangire. [Gwero: banki World]",What are common signs of a phishing website?,"If an offer asks for money up-front or personal codes, it is likely a scam; verify through official channels and do not rush. [Source: World Bank]",0.525,0.5666666666666667,0.5458333333333334,Chichewa,Fraud Prevention & Scams
Kodi Maofesi Amafuna Bwanji Kuti Alimi Apeze Zachuma? Kodi izi zikupezeka kumidzi?,"Makamaka mamembala a Pool kuti mupeze ndalama, zopereka zambiri, komanso mitengo yabwino. [Dzuwa: Malangizo a Telefoni]",How can cooperatives help farmers access finance? Is this available in rural areas?,"Cooperatives pool members to access finance, bulk inputs, and better prices. [Source: Mobile operator guidance]",0.5692307692307692,0.4,0.4846153846153846,Chichewa,Small Business & Farming Finance
Kodi kutumphuka ndi chidwi zimasokoneza bwanji ndalama zanga? Kodi izi zikupezeka kumidzi?,Kukwera kumachepetsa kugula mphamvu; Cholinga cha zida zosakanikirana zomwe zimatha kusamala ndi kuchuluka kwake. [Zoyambitsa: Reserve banki of Malawi],How do inflation and interest affect my savings? Is this available in rural areas?,Inflation reduces buying power; aim for a mix of instruments that can keep pace with inflation. [Source: Reserve Bank of Malawi],0.6047619047619047,0.64,0.6223809523809524,Chichewa,Investing basics
Kodi pali kusiyana kotani pakati pa moyo ndi maliro? Ndani angandithandizire ndi izi?,Moyo kapena chivundikiro pamalipiro amalipira anthu otchedwa anthu; Fananizani ndalama ndi zotumphukira. [Dzuwa: Ogwiritsa Ntchito Ogula],What is the difference between life and funeral cover? Who can help me with this?,Life or funeral cover pays a benefit to named persons; compare premiums and exclusions. [Source: Consumer Protection Authority],0.52,0.43333333333333335,0.4766666666666667,Chichewa,Insurance & Risk
Ndani amapangira malamulo obanki ndi ufulu wa makasitomala? Kodi izi zikupezeka kumidzi?,Yang'anani Authority kapena Ogwiritsa Ntchito chitetezo choteteza boma ndi kudandaula. [Zogwedetsa: SM Mtsogoleri],Who enforces banking rules and customer rights? Is this available in rural areas?,Check the local regulator or consumer protection authority for official guidance and complaint steps. [Source: SME guides],0.8615384615384616,0.6470588235294118,0.7542986425339366,Chichewa,Financial Rights & Regulations
Kodi ndilingalire zochuluka motani kupulumutsa mwezi uliwonse mtsogolo?,Cholinga chosunga gawo lokhazikika la ndalama; Sungani ndalama ndikuwunika pachaka. [Dzuwa: Chitsogozo cha banki banki],How much should I aim to save each month for the future?,Aim to save a steady percentage of income; automate savings and review yearly. [Source: Central Bank guidance],0.9,0.5576470588235294,0.7288235294117646,Chichewa,Financial Planning & Retirement
Kodi ndimapeza bwanji chitsogozo chaboma pa chindapusa ndi milandu? Kodi izi zikupezeka kumidzi?,Yang'anani Authority kapena Ogwiritsa Ntchito chitetezo choteteza boma ndi kudandaula. [Source: Wothandizira inshuwaransi],How do I find official guidance on fees and charges? Is this available in rural areas?,Check the local regulator or consumer protection authority for official guidance and complaint steps. [Source: Insurance regulator],0.6875,0.7176470588235294,0.7025735294117648,Chichewa,Financial Rights & Regulations
Kodi ndimayang'ana bwanji ndalama zanga zam'manja? Kodi ndiyenera kusamalira chiyani?,Chongani pogwiritsa ntchito pulogalamu yovomerezeka kapena nambala ya USD ndikusunga ma sms kuchenjeza kuti mutsimikizire zochitika. [Gwero: IFC],How do I check my mobile money balance safely? What should I watch out for?,Check using the official app or USSD code and keep SMS alerts active to confirm transactions. [Source: IFC],0.5428571428571428,0.9,0.7214285714285714,Chichewa,Banking & Mobile Money
Ndani amapangira malamulo obanki ndi ufulu wa makasitomala? Ndani angandithandizire ndi izi?,Yang'anani Authority kapena Ogwiritsa Ntchito chitetezo choteteza boma ndi kudandaula. [Dzuwa: Chitsogozo cha banki],Who enforces banking rules and customer rights? Who can help me with this?,Check the local regulator or consumer protection authority for official guidance and complaint steps. [Source: Bank guidance],0.85,0.6823529411764706,0.7661764705882352,Chichewa,Financial Rights & Regulations
Ndi zikalata ziti zomwe zikufunika kuti mutsegule akaunti ya banki yoyambira? Kodi ndingachite bwanji izi zotsika mtengo?,Nthawi zambiri id ndi chitsimikizo cha adilesi; Maakaunti ang'onoang'ono amatha kuvomera zolemba zosavuta. [Dzuwa: Chitsogozo cha banki banki],What documents are needed to open a basic bank account? How can I do this cheaply?,Typically an ID and proof of address; smaller accounts may accept simpler documentation. [Source: Central Bank guidance],0.9625,0.6823529411764706,0.8224264705882354,Chichewa,Banking & Mobile Money
Kodi simputa yanji ndi momwe mungapewere? Kodi izi zikupezeka kumidzi?,Lumikizanani ndi opaleshoni yanu kuti muwonjezere zowonjezera zosintha ndipo sizigawana ndi Otps kapena zikhomo. [Zogwedetsa: SM Mtsogoleri],What is SIM swap fraud and how to avoid it? Is this available in rural areas?,Contact your operator to add extra checks for changes and never share OTPs or PINs. [Source: SME guides],0.43999999999999995,0.7333333333333334,0.5866666666666667,Chichewa,Digital Financial Literacy
Kodi kutsimikizika kwa zinthu ziwiri ndi chiyani ndikugwiritsa ntchito?,Awiri-amawonjezera owonjezera owonjezera (code kapena biometric) amapangitsa maakaunti kukhala ovuta kwambiri kufikira akuba. [Gwero: GSMA],What is two-factor authentication and why use it?,Two-factor adds an extra layer (code or biometric) making accounts much harder to access by thieves. [Source: GSMA],0.7250000000000001,0.6666666666666667,0.6958333333333334,Chichewa,Digital Financial Literacy
Kodi malo ogulitsira ang'ono ayenera kukhala ndi ngongole yanji? Kodi ndiyenera kusamalira chiyani?,Sungani mbiri yosavuta yogulitsa komanso ndalama zolipirira kuti muwonetse ndalama zoyendera ndi kuthandizira ngongole. [Dzuwa: Malangizo a Telefoni],What records should small shops keep for a loan? What should I watch out for?,Keep simple sales and expense records to show cash flow and support loan applications. [Source: Mobile operator guidance],0.23076923076923078,0.21176470588235294,0.22126696832579185,Chichewa,Small Business & Farming Finance
Kodi kutsimikizika kwa zinthu ziwiri ndi chiyani ndikugwiritsa ntchito? Ndani angandithandizire ndi izi?,Awiri-amawonjezera owonjezera owonjezera (code kapena biometric) amapangitsa maakaunti kukhala ovuta kwambiri kufikira akuba. [Gwero: NGO Phunziro lazachuma],What is two-factor authentication and why use it? Who can help me with this?,Two-factor adds an extra layer (code or biometric) making accounts much harder to access by thieves. [Source: NGO financial education],0.7571428571428571,0.64,0.6985714285714286,Chichewa,Digital Financial Literacy
Kodi njira yabwino yosungira ndalama ndi ziti?,Khazikitsani thumba lozama: Sungani pang'ono sabata iliyonse kotero ndalama zimapezeka. [Dzuwa: Malangizo a Telefoni],What is the best way to save for school fees?,Set up a sinking fund: save a little each week so fees are available when due. [Source: Mobile operator guidance ],0.8200000000000001,0.67,0.7450000000000001,Chichewa,Budgeting & Saving
Kodi ndalama zochokera kumasitolo othandizira ndi chiyani? Ndani angandithandizire ndi izi?,Ndalama zimasiyana ndi opereka; Funsani wothandizira wanu kapena kuyang'ana mndandanda wamtengo musanachotse. [Gwero: IFID],What are the fees for withdrawing from agent shops? Who can help me with this?,Fees vary by provider; ask your agent or check the price list before you withdraw. [Source: IFAD],0.39999999999999997,0.6941176470588235,0.5470588235294117,Chichewa,Banking & Mobile Money
Kodi Kukongola Kubwereka Ndi Chiyani? Ndani angandithandizire ndi izi?,"Kubwereka zomwe mungabwezere, werengani mawu, ndipo pewani obwereketsa ndi malonjezo osatheka. [Dzuwa: Ogwiritsa Ntchito Ogula]",What is responsible borrowing? Who can help me with this?,"Borrow only what you can repay, read terms, and avoid lenders with unrealistic promises. [Source: Consumer Protection Authority]",0.9400000000000001,0.7333333333333334,0.8366666666666667,Chichewa,Credit & Loans
Kodi ndimatsata bwanji ndalama zazing'ono zatsiku ndi tsiku? Kodi ndiyenera kusamalira chiyani?,Lembani ndalama za tsiku ndi tsiku kapena gwiritsani ntchito pulogalamu yosavuta kuwona komwe ndalama zimayendera ndikudula mtengo. [Source: Wothandizira inshuwaransi],How do I track small daily expenses effectively? What should I watch out for?,Write down daily spending or use a simple app to see where money goes and cut avoidable costs. [Source: Insurance regulator ],0.7230769230769231,0.8363636363636364,0.7797202797202798,Chichewa,Budgeting & Saving
Kodi pali kusiyana kotani pakati pa ngongole zotetezeka komanso zosavomerezeka?,Ngongole zotetezedwa zimafunikira mndandanda wautali ndipo nthawi zambiri zimakhala ndi mitengo yotsika; Ngongole zosavomerezeka sizifuna cometeral. [Dzuwa: Chitsogozo cha banki],What is the difference between secured and unsecured loans?,Secured loans need collateral and often have lower rates; unsecured loans do not require collateral but cost more. [Source: Bank guidance],1.0,0.7473684210526317,0.8736842105263158,Chichewa,Credit & Loans
Kodi ndimalumikiza bwanji akaunti yanga ya banki kupita ku ndalama zam'manja? Kodi ndingachite bwanji izi zotsika mtengo?,Kulumikizana kumapangitsa kusiyanasiyana; Tsimikizani njirayi ndi banki yanu ndikuyang'ana ngongole yaying'ono. [Dzuwa: Malangizo a Telefoni],How do I link my bank account to mobile money? How can I do this cheaply?,Linking makes transfers easy; confirm the procedure with your bank and watch for small test debits. [Source: Mobile operator guidance],1.0,0.61,0.8049999999999999,Chichewa,Banking & Mobile Money
Kodi ndingapewe bwanji kugwa mu msampha? Kodi izi zikupezeka kumidzi?,"Kubwereka zomwe mungabwezere, werengani mawu, ndipo pewani obwereketsa ndi malonjezo osatheka. [Gwero: GSMA]",How can I avoid falling into a debt trap? Is this available in rural areas?,"Borrow only what you can repay, read terms, and avoid lenders with unrealistic promises. [Source: GSMA]",0.52,0.9625,0.74125,Chichewa,Credit & Loans
Kodi ziphuphu zimagwiritsa ntchito bwanji media zothandizira kuti zisachichenje? Kodi izi zikupezeka kumidzi?,"Ngati atapempha ndalama zakutsogolo kapena kwanu, mwina ndi vuto; Tsimikizani kudzera munjira zovomerezeka ndipo musathamangire. [Zoyambitsa: Reserve banki of Malawi]",How do scammers use social media to commit fraud? Is this available in rural areas?,"If an offer asks for money up-front or personal codes, it is likely a scam; verify through official channels and do not rush. [Source: Reserve Bank of Malawi]",0.39999999999999997,0.588095238095238,0.49404761904761896,Chichewa,Fraud Prevention & Scams
Kodi ziphuphu zimagwiritsa ntchito bwanji media zothandizira kuti zisachichenje? Kodi ndiyenera kusamalira chiyani?,"Ngati atapempha ndalama zakutsogolo kapena kwanu, mwina ndi vuto; Tsimikizani kudzera munjira zovomerezeka ndipo musathamangire. [Dzuwa: Ogwiritsa Ntchito Ogula]",How do scammers use social media to commit fraud? What should I watch out for?,"If an offer asks for money up-front or personal codes, it is likely a scam; verify through official channels and do not rush. [Source: Consumer Protection Authority]",0.27999999999999997,0.37777777777777777,0.3288888888888889,Chichewa,Fraud Prevention & Scams
Kodi ndimayang'ana bwanji ndalama zanga zam'manja? Kodi ndingachite bwanji izi zotsika mtengo?,Chongani pogwiritsa ntchito pulogalamu yovomerezeka kapena nambala ya USD ndikusunga ma sms kuchenjeza kuti mutsimikizire zochitika. [Dzuwa: Malangizo a Telefoni],How do I check my mobile money balance safely? How can I do this cheaply?,Check using the official app or USSD code and keep SMS alerts active to confirm transactions. [Source: Mobile operator guidance],0.6499999999999999,0.79,0.72,Chichewa,Banking & Mobile Money
Kodi chiwongola dzanja chimakhudza bwanji ndalama zanga pamwezi?,Chidwi chapamwamba chimatsikira ndalama zomwe mwezi uliwonse amalipira pamwezi; Sankhani mtengo wotsika kwambiri (yerekezerani apr). [Gwero: Fao],How do interest rates affect my monthly payment?,Higher interest increases monthly payments; choose the lowest total cost (compare APR). [Source: FAO],0.775,0.8285714285714285,0.8017857142857143,Chichewa,Credit & Loans
